s1,s2,s3,s4,s5
42,44,44,45,40
47,47,47,47,41
45,47,41,47,42
45,41,42,45,40
47,46,42,42,45
43,45,42,48,43
44,47,42,47,41
42,45,42,45,45
42,47,44,42,47
44,42,45,44,43
47,48,45,43,42
43,46,47,42,42
43,48,42,47,40
44,47,44,46,42
41,46,42,41,48
48,48,43,42,42
44,46,44,48,44
46,45,43,47,40
47,41,43,44,44
40,45,46,41,47
42,40,46,46,40
47,44,48,41,43
42,42,47,43,44
47,47,43,45,44
46,47,43,46,45
48,48,47,41,48
48,41,41,43,47
42,43,44,41,42
47,41,41,43,40
44,43,44,45,45
42,47,48,48,41
45,47,43,40,48
48,45,41,44,42
46,47,42,44,42
43,45,40,40,41
47,47,48,43,40
40,40,48,46,44
40,40,44,48,40
41,48,41,44,41
40,45,48,41,48
48,42,40,44,48
46,47,45,43,41
45,42,46,46,41
44,45,41,46,47
40,47,48,47,40
40,41,46,44,43
47,45,43,46,40
43,46,43,43,45
47,41,43,41,45
42,44,46,48,43
44,45,42,41,42
43,47,45,43,45
43,47,45,44,42
42,43,42,42,46
42,40,47,44,46
45,46,48,40,48
44,40,46,45,45
45,47,48,48,47
43,44,45,47,41
46,42,43,48,46
45,46,44,46,45
45,46,45,47,44
48,42,46,45,44
44,43,41,40,40
48,47,40,46,46
44,48,42,45,47
45,43,47,41,46
48,40,40,48,47
41,44,43,41,44
48,45,42,42,44
41,46,41,45,43
40,45,45,47,48
48,45,47,42,47
41,41,42,41,46
47,48,47,44,48
43,43,41,46,41
47,41,42,44,40
41,47,48,42,40
45,45,46,40,48
44,45,44,44,42
40,47,43,41,45
42,42,41,40,43
45,43,45,45,48
47,44,47,40,44
46,40,43,45,42
41,46,40,47,48
46,42,46,41,42
40,48,48,44,40
44,44,44,41,42
44,44,48,46,45
47,42,44,40,45
42,43,43,40,46
42,41,48,43,45
46,41,40,43,44
42,40,40,44,48
42,42,47,45,42
43,42,45,41,48
48,42,42,43,45
44,43,41,45,45
47,46,47,43,47
48,42,43,43,48
44,40,45,47,44
46,46,44,42,47
48,44,45,40,43
43,48,42,40,42
48,45,47,44,41
42,44,44,47,48
47,44,47,42,42
47,40,43,47,43
44,48,42,44,48
40,41,42,42,48
40,47,47,44,45
40,42,45,40,42
44,46,46,40,44
41,40,46,45,42
40,41,45,44,46
41,44,43,48,44
40,48,46,42,40
42,44,45,41,45
43,41,47,48,41
48,40,45,40,43
44,47,40,42,48
40,47,47,46,45
40,45,47,45,40
48,43,40,48,47
46,41,41,44,43
46,45,45,46,47
47,40,41,48,48
44,46,40,47,46
44,45,40,43,48
48,43,48,47,43
44,45,44,48,44
46,46,46,43,44
44,41,46,43,43
42,48,47,45,46
42,44,40,41,43
47,47,41,40,43
43,43,42,47,43
45,42,48,43,48
47,40,40,45,47
44,44,46,45,48
40,40,45,40,43
43,40,40,47,40
47,46,44,47,42
44,46,41,45,46
44,45,40,44,48
47,48,43,45,41
44,41,46,43,41
48,48,44,42,40
47,43,48,42,44
40,47,41,47,44
47,40,46,41,45
42,44,42,48,46
41,40,42,45,42
42,41,46,47,44
43,45,47,44,48
42,45,46,44,42
42,40,47,47,44
45,42,47,47,45
46,42,42,48,48
42,40,47,42,46
47,42,41,43,47
47,46,48,41,45
40,42,45,45,47
44,42,48,42,43
48,45,47,43,42
44,45,43,44,47
41,45,41,41,48
43,46,40,44,46
46,42,42,46,40
41,47,47,40,43
44,43,43,47,42
46,42,41,46,47
45,44,45,45,40
48,45,41,40,45
42,40,41,43,44
42,44,48,45,46
43,41,46,42,40
44,43,42,40,43
47,47,45,46,42
48,40,45,45,46
44,44,41,46,44
43,47,40,43,47
43,44,45,41,47
43,40,47,40,46
41,40,41,43,40
40,44,45,43,43
46,44,45,45,47
45,42,47,47,41
47,41,44,48,44
48,42,46,40,45
45,46,44,46,41
44,46,43,40,41
44,45,46,40,48
47,43,46,48,47
40,40,44,43,48
40,45,40,44,41
40,41,40,40,41
45,43,48,47,47
42,45,43,48,45
45,42,45,43,44
41,47,45,42,40
44,47,46,47,43
44,41,42,43,45
46,48,47,44,42
41,48,48,44,43
40,40,44,43,41
40,43,48,44,46
43,43,42,44,47
48,41,40,45,40
42,40,45,47,41
46,45,45,43,46
48,41,44,44,41
46,42,48,47,47
41,40,46,43,47
42,48,42,40,46
42,44,44,44,41
46,42,46,47,44
44,41,45,47,45
41,43,46,48,43
46,45,43,47,42
45,48,46,40,48
48,41,48,43,48
46,46,48,44,41
48,45,45,47,41
46,46,42,48,48
41,47,40,44,48
41,40,47,44,43
46,42,42,45,45
40,47,40,44,42
43,45,41,43,42
48,40,41,47,48
47,47,48,41,42
46,43,45,43,43
41,42,42,40,43
47,40,47,45,47
45,40,47,46,40
45,47,45,41,47
44,47,43,46,41
42,41,43,47,43
47,44,44,42,40
45,44,44,43,48
44,46,41,48,41
42,48,45,47,46
42,43,41,47,46
41,40,46,45,41
43,40,42,41,41
46,43,44,45,48
41,47,45,48,44
45,46,40,47,42
47,42,45,42,40
44,40,46,46,41
44,41,43,44,47
41,47,41,40,44
44,42,47,48,43
41,47,42,40,43
43,44,41,47,47
41,46,46,42,43
43,44,41,44,44
42,42,46,45,44
42,47,47,41,43
41,46,42,44,44
47,41,42,44,48
45,43,42,43,47
40,42,41,40,43
48,44,47,47,45
48,47,44,42,43
48,40,43,46,42
44,47,44,45,48
41,43,43,43,47
43,45,47,42,42
41,48,47,48,48
43,42,41,41,44
47,48,48,46,44
44,40,41,46,47
42,42,41,45,47
43,48,41,40,40
42,40,43,48,47
42,45,48,41,45
44,43,47,44,45
41,44,45,44,43
42,43,46,46,47
46,48,47,47,42
43,40,48,48,44
40,47,42,43,40
46,43,43,41,41
42,47,47,44,40
44,42,43,40,48
43,44,46,40,42
40,41,47,46,44
45,42,48,45,46
43,44,43,43,41
42,46,46,46,44
41,43,48,40,41
40,43,44,46,42
41,41,44,40,41
44,40,48,48,40
46,46,45,44,44
48,46,45,48,47
48,48,46,44,45
48,48,43,44,47
43,48,41,41,41
43,40,41,41,46
46,47,47,45,42
42,45,45,48,48
42,41,45,45,41
46,45,41,48,41
47,46,45,46,48
43,45,41,45,41
46,47,45,43,47
41,40,44,41,41
45,40,44,40,41
41,42,40,47,44
47,43,45,42,44
43,40,48,43,48
46,47,42,43,43
47,46,47,47,40
41,47,42,45,45
45,40,48,48,44
47,47,45,46,46
44,42,42,44,46
44,40,41,42,41
46,42,48,40,40
46,42,47,48,47
45,45,46,46,48
46,46,46,44,47
44,48,43,40,47
43,40,43,40,45
43,47,45,45,46
48,41,44,43,47
44,47,41,46,48
43,46,47,41,42
42,41,44,48,44
43,43,40,40,47
48,44,48,42,48
47,43,48,46,46
43,45,47,42,48
44,47,43,46,48
43,46,46,45,42
41,41,40,41,42
43,48,46,43,47
46,44,40,43,47
41,47,48,43,44
41,40,42,48,40
45,41,40,40,46
44,40,42,46,44
44,42,41,45,43
44,46,40,41,47
40,45,42,43,45
45,45,40,41,45
48,42,44,42,47
40,48,41,47,41
45,41,46,48,47
40,45,43,40,46
41,45,43,43,43
44,45,48,46,48
43,44,46,47,46
48,41,43,47,44
43,46,40,44,43
46,48,47,43,43
41,42,44,47,47
46,41,40,44,46
45,44,42,46,46
43,43,47,40,48
47,42,41,43,48
43,42,46,44,48
43,40,44,43,48
42,44,45,48,42
46,44,47,41,47
40,45,44,43,40
42,40,45,47,42
40,40,43,44,45
40,44,43,42,46
47,44,41,44,48
42,47,43,48,43
40,43,41,44,42
47,44,41,46,48
46,45,41,40,40
42,46,41,43,43
48,44,41,40,43
47,42,43,41,46
40,47,47,44,42
44,41,44,46,45
44,40,48,40,46
46,45,43,47,40
48,47,42,40,44
47,41,46,42,43
44,41,41,41,40
41,47,42,46,47
48,43,41,45,44
44,43,40,40,44
40,45,44,45,46
48,46,43,45,43
40,46,41,44,47
44,47,41,40,42
40,41,47,44,44
41,46,43,40,43
43,48,45,43,45
48,46,47,48,42
47,45,43,46,46
41,48,44,47,40
44,47,43,48,40
43,48,41,44,46
41,48,40,44,40
43,45,42,42,44
42,40,47,47,44
40,40,41,43,48
42,46,48,42,45
48,40,42,41,41
47,42,45,46,45
41,42,45,40,46
40,48,43,43,43
46,40,43,45,42
44,47,48,45,42
48,41,47,46,42
42,43,45,42,41
43,45,42,42,42
43,48,42,47,48
46,41,44,42,48
40,44,46,44,45
48,40,44,44,44
42,47,48,47,40
40,43,43,47,41
44,47,45,45,41
42,41,40,46,46
40,46,47,40,40
41,41,48,46,46
41,45,45,48,43
42,42,45,42,45
46,47,48,41,47
47,46,41,46,47
46,44,41,40,40
46,45,48,42,42
46,47,41,40,40
48,41,42,48,45
46,46,47,41,42
42,40,44,41,43
41,42,40,48,48
40,41,43,40,47
46,40,48,40,46
47,45,46,43,46
42,45,47,45,48
46,44,45,44,41
48,44,42,45,43
44,43,48,46,45
40,47,45,41,47
42,41,45,45,42
48,44,47,43,41
42,40,48,43,42
42,41,43,45,40
44,41,46,46,41
43,46,42,43,41
40,43,42,42,47
43,45,48,47,45
40,47,48,40,43
43,43,44,46,41
45,44,46,46,46
44,41,43,40,45
47,41,45,46,41
41,41,46,46,46
48,47,44,41,40
46,43,43,41,42
40,41,48,46,44
41,44,44,43,44
40,48,40,42,44
42,44,40,40,48
44,43,47,42,41
48,48,42,44,41
48,45,46,47,48
48,48,46,45,47
42,47,40,47,40
41,40,46,46,40
48,45,47,46,48
47,43,45,47,45
41,42,48,47,40
40,46,45,48,44
40,42,40,43,43
47,48,47,43,47
46,44,44,47,40
42,47,40,48,43
40,47,41,48,46
44,46,40,45,40
46,44,44,45,45
45,47,45,40,48
40,40,44,43,48
43,48,47,48,40
48,47,40,41,45
46,40,47,41,43
44,43,42,45,43
41,45,48,46,41
43,48,45,41,48
47,48,45,41,43
48,42,44,47,47
44,47,47,47,41
42,43,43,42,46
40,43,43,40,47
47,43,42,46,40
45,47,47,41,45
43,47,42,47,46
46,43,45,40,43
45,45,44,42,48
47,46,48,48,45
44,40,42,46,40
42,44,48,48,44
42,42,41,40,46
46,45,41,43,46
42,46,43,44,42
42,44,44,41,43
46,45,42,42,40
40,41,48,40,45
44,41,43,40,45
44,42,45,45,46
46,47,40,45,40
48,43,48,48,43
41,47,42,43,43
46,48,47,47,47
44,43,41,40,44
43,42,41,41,42
46,42,48,44,40
48,40,45,40,42
48,47,43,48,48
44,45,44,43,43
48,44,48,44,40
47,48,46,44,41
40,41,43,48,47
42,45,40,40,45
40,47,43,46,45
40,42,42,42,48
48,45,43,40,48
48,41,42,43,42
44,40,43,44,46
42,42,41,40,47
42,42,44,44,40
47,44,47,42,46
42,41,43,43,46
46,44,42,40,43
40,41,42,42,40
46,43,48,41,44
47,48,40,42,42
43,43,42,41,48
43,42,40,45,48
48,41,42,41,41
41,44,44,41,42
48,46,45,46,44
44,47,41,44,45
47,40,45,40,46
42,40,40,41,48
42,43,40,41,45
41,45,41,42,45
44,45,48,46,44
45,42,43,42,45
47,43,47,41,46
43,41,48,48,45
42,46,47,43,48
46,41,48,41,46
45,41,44,40,47
46,47,48,47,41
41,45,41,48,48
48,45,41,47,48
43,45,40,45,40
43,41,44,42,48
41,43,41,40,48
43,43,45,41,48
45,44,46,47,44
43,42,47,46,45
47,45,46,43,46
41,43,41,41,41
41,47,43,42,41
44,45,47,47,46
40,42,45,45,42
43,42,40,48,46
45,40,46,44,42
41,47,45,41,48
46,46,45,42,44
42,42,47,47,42
40,48,48,48,43
40,43,47,40,47
45,43,42,44,45
47,44,45,40,48
44,42,43,41,43
45,42,41,47,47
46,47,42,44,43
42,43,46,46,40
46,46,47,46,43
40,43,46,41,45
46,46,48,43,41
47,44,42,45,42
43,48,48,41,41
43,43,48,44,48
40,44,41,44,40
47,43,45,46,41
48,42,41,44,40
46,44,45,45,42
40,43,44,42,43
46,43,41,41,44
40,43,43,43,42
41,40,41,40,41
42,46,42,40,43
41,42,44,41,43
47,44,40,47,45
40,45,44,40,47
46,41,47,41,40
42,44,43,41,40
43,44,44,41,42
45,44,48,45,46
46,48,40,41,47
44,42,42,42,44
43,43,44,43,45
47,48,43,43,47
44,47,48,47,45
48,44,41,42,43
43,44,46,46,46
46,46,40,48,45
46,41,48,42,41
43,41,44,44,46
42,48,43,44,40
48,47,40,47,42
41,43,43,48,42
40,43,44,40,48
48,43,41,42,46
42,44,43,46,41
41,43,40,41,43
46,45,47,42,42
47,41,46,43,42
42,43,46,41,47
43,40,42,44,47
44,43,42,47,45
40,47,43,46,44
45,40,46,40,48
48,40,44,44,41
48,42,44,43,43
44,43,48,47,40
40,44,48,41,43
45,45,46,43,41
43,45,40,43,46
45,43,44,42,46
40,47,42,43,41
41,45,48,41,47
44,47,40,41,41
44,40,48,44,48
42,42,46,42,43
40,47,43,44,43
47,44,48,43,47
47,45,48,47,45
40,42,48,42,47
46,44,46,40,47
42,40,42,40,48
46,46,40,46,41
40,43,41,42,46
44,42,43,46,40
47,44,45,46,41
40,42,47,45,46
48,48,48,42,42
43,48,44,44,45
44,43,42,41,43
45,43,42,46,43
44,48,48,48,48
43,42,40,40,41
43,41,42,40,45
41,47,43,42,46
48,40,46,40,47
41,48,47,48,40
45,44,47,41,44
45,41,46,48,45
46,44,40,48,45
47,46,48,43,45
44,45,41,40,46
48,44,43,41,41
46,43,48,46,40
43,44,41,45,48
42,48,42,42,45
47,48,41,45,43
40,48,45,40,48
43,43,47,40,46
47,44,42,48,40
40,43,46,48,45
41,41,46,41,44
40,42,41,45,48
43,48,42,46,45
46,48,42,47,40
41,41,47,40,45
48,41,41,48,44
42,45,41,45,46
44,44,40,42,43
45,47,48,43,44
40,44,48,46,43
42,43,46,45,41
40,44,46,42,43
43,40,43,45,48
47,44,41,40,40
42,40,47,42,40
48,47,42,46,40
43,42,47,44,44
44,48,44,44,44
43,43,43,46,42
47,42,40,43,42
47,48,48,42,46
43,45,42,41,44
40,41,41,40,47
46,41,40,45,48
44,47,40,42,47
45,46,41,42,46
48,45,44,48,46
41,42,45,41,42
48,41,46,42,45
40,48,44,46,40
46,45,43,40,41
42,48,40,43,44
43,46,41,48,41
40,46,45,40,44
43,40,44,44,42
42,42,42,46,46
44,45,40,41,44
40,48,41,44,48
42,47,47,41,42
44,47,48,41,46
46,46,42,46,40
46,46,46,42,42
44,41,43,45,43
41,43,47,42,45
43,48,46,43,46
47,42,44,40,41
44,46,46,45,48
48,41,46,44,47
43,45,40,41,40
48,44,46,45,46
40,47,48,41,40
48,40,44,46,42
40,41,43,46,42
47,46,40,47,45
45,40,45,48,48
40,47,43,48,40
43,42,46,40,44
47,43,48,42,47
43,41,41,46,47
44,42,45,43,44
47,47,41,42,43
47,43,42,46,41
40,40,42,46,41
44,48,40,47,43
46,48,45,43,44
42,44,48,46,42
43,45,45,44,46
43,41,41,48,40
45,44,47,48,42
48,48,46,48,41
42,46,47,48,43
41,47,46,48,41
46,41,48,40,42
46,44,46,44,41
41,44,46,47,47
47,48,41,40,46
48,47,43,45,46
42,46,41,44,47
42,44,41,40,47
40,46,42,48,48
42,47,45,44,47
47,41,48,40,47
42,46,40,42,48
46,42,44,43,43
40,46,40,40,44
48,46,40,45,45
41,40,48,46,46
46,48,45,40,42
46,44,46,47,42
48,43,48,40,47
46,43,42,48,43
40,41,47,43,48
47,48,41,45,47
48,40,47,48,41
47,47,44,47,43
45,48,43,47,44
41,48,40,41,42
40,46,42,45,44
44,40,43,46,40
46,46,47,42,41
44,45,44,42,47
47,46,43,48,44
45,48,44,42,40
41,41,44,40,43
45,41,46,48,45
45,47,44,42,47
45,45,47,45,40
46,45,40,48,43
45,42,42,40,42
47,46,45,42,40
40,45,48,48,44
45,45,40,47,44
45,46,45,47,46
40,47,40,41,47
44,47,42,41,46
43,41,47,47,46
45,48,47,40,48
40,43,40,41,44
42,45,44,48,41
48,46,43,45,45
48,44,48,44,43
46,44,45,45,45
48,43,40,47,41
47,41,46,48,47
48,44,43,43,48
43,41,42,47,40
42,43,43,43,40
47,47,40,41,40
45,40,47,44,44
47,46,43,46,47
48,48,44,47,41
37,38,37,33,34
38,38,35,36,37
34,38,37,37,36
38,38,34,36,34
36,38,38,33,34
38,38,35,35,37
34,37,37,36,36
36,35,36,34,38
35,33,37,37,38
35,34,35,36,33
34,35,34,33,34
37,36,34,38,38
37,37,33,33,35
33,34,37,37,35
37,34,33,38,33
35,33,34,37,33
33,38,33,38,34
33,33,38,37,34
33,37,33,36,37
38,36,37,34,38
35,34,37,35,35
35,34,36,33,38
33,33,35,38,36
35,35,36,34,35
36,37,38,38,35
34,34,36,33,35
37,36,35,35,36
37,37,35,36,38
37,38,38,38,36
36,33,34,38,34
35,35,37,37,34
38,34,37,36,37
34,36,33,36,36
33,34,34,36,35
36,38,34,38,34
38,38,34,37,35
36,37,35,36,37
36,38,37,36,37
37,36,36,33,36
35,35,36,33,34
34,37,36,38,37
37,35,38,35,33
37,34,38,38,33
35,33,38,37,38
33,35,37,36,38
37,36,35,36,33
35,37,35,36,38
34,38,35,36,34
35,35,35,35,33
38,38,38,36,35
36,38,35,33,33
33,38,38,38,36
35,35,37,35,37
38,37,34,36,35
35,36,34,35,35
37,33,37,35,37
37,35,38,33,37
34,37,36,38,36
36,37,35,35,36
36,35,34,33,38
34,38,33,33,36
37,33,34,36,36
37,38,34,34,33
36,33,33,33,38
36,33,34,38,37
34,37,37,33,38
33,35,37,34,36
36,36,34,35,38
35,35,33,37,38
33,38,36,36,38
38,33,35,34,33
33,33,36,33,37
34,37,35,34,33
37,35,38,37,37
37,34,35,33,36
33,37,34,37,36
38,38,36,33,38
36,37,36,35,37
37,35,34,33,37
37,35,34,35,33
37,36,38,33,34
36,34,38,34,38
33,35,35,37,37
33,35,37,36,36
35,37,33,33,34
34,38,38,34,37
36,37,38,37,36
34,35,37,33,38
38,33,33,38,35
38,37,35,38,36
35,37,35,36,37
34,36,34,38,37
35,34,38,38,38
36,34,35,35,35
33,36,38,36,38
37,36,33,37,36
35,36,36,33,38
33,37,34,34,37
36,36,38,36,38
35,34,33,34,33
38,34,33,37,35
33,36,33,35,37
33,37,34,37,37
36,34,35,36,34
35,37,34,37,37
36,38,36,36,36
37,38,37,34,33
35,35,37,35,36
37,36,37,33,34
36,36,37,36,36
33,35,38,35,35
38,37,38,38,35
35,38,33,37,38
36,36,36,38,33
33,37,37,37,35
37,38,33,33,37
38,34,37,38,37
34,33,37,34,38
38,35,37,38,34
36,37,38,35,38
36,35,34,35,33
38,36,36,38,33
38,33,37,35,38
38,35,38,38,36
38,35,35,38,37
35,34,33,33,38
33,34,35,33,38
37,37,33,35,38
34,37,34,33,36
37,35,35,35,38
38,33,34,38,34
33,35,35,33,36
37,34,35,35,34
34,35,34,33,37
33,38,35,38,38
35,38,38,36,36
37,35,34,34,34
34,33,38,34,38
35,35,33,38,38
37,36,38,38,33
37,34,33,35,34
35,38,34,38,33
37,37,33,33,37
34,33,37,35,33
33,36,37,33,35
35,37,36,36,38
33,38,34,37,35
37,36,35,34,34
36,38,36,33,35
34,37,33,33,38
36,38,38,35,34
37,34,33,37,35
36,38,34,34,35
37,34,35,33,35
34,34,33,36,38
38,36,35,35,36
38,36,34,38,37
35,34,38,35,35
38,34,38,33,37
34,33,36,37,38
36,37,35,35,38
38,36,34,35,34
35,37,34,35,33
37,38,34,36,38
38,38,38,34,34
36,36,36,34,34
38,33,34,33,36
37,37,38,34,34
35,37,36,34,35
38,33,37,34,37
37,38,36,36,38
33,37,38,38,37
37,38,36,37,38
35,33,35,33,34
34,36,33,34,34
37,38,35,38,36
33,38,34,35,37
34,34,36,35,37
33,36,34,37,34
34,33,35,33,36
33,35,38,33,37
34,33,33,33,35
38,33,33,34,38
38,38,33,34,37
37,38,38,35,38
38,37,34,36,37
38,34,36,33,33
37,33,37,38,33
34,34,33,34,33
35,33,38,38,33
35,35,33,36,37
34,37,38,34,34
36,33,34,33,36
34,37,38,37,34
37,34,38,35,33
36,34,36,33,35
37,33,37,36,36
38,34,35,37,38
37,38,33,35,37
34,37,37,33,33
34,36,38,34,36
35,35,38,35,34
35,37,36,33,36
34,34,38,38,33
36,35,34,35,33
37,35,37,35,36
34,36,38,36,38
35,33,37,35,35
38,35,34,37,34
36,34,34,36,35
33,36,34,38,34
37,34,35,35,36
34,36,36,38,37
33,36,35,37,34
35,38,33,38,38
35,35,34,34,34
34,34,38,34,33
34,35,36,37,34
36,38,34,38,38
37,36,33,36,33
36,34,35,38,38
33,36,35,33,33
35,37,37,38,37
38,36,36,37,35
33,33,37,35,33
37,38,35,33,36
33,35,34,38,37
34,38,33,37,33
37,37,34,35,36
36,34,35,35,36
37,37,33,36,35
34,35,35,33,37
36,36,37,38,38
34,34,36,34,33
36,34,34,38,33
33,37,36,38,36
33,38,36,38,36
38,34,35,34,35
38,38,35,36,38
35,34,36,35,37
33,35,35,33,33
36,33,34,36,33
34,36,35,38,33
38,36,37,37,33
33,33,35,38,33
35,38,35,37,36
36,38,38,34,37
38,34,38,35,36
37,37,38,33,34
35,37,33,35,34
38,34,34,33,35
38,36,35,38,34
37,33,34,36,37
34,34,38,34,36
37,36,35,36,36
36,37,35,35,37
33,38,33,35,33
33,35,34,36,35
38,38,36,37,35
38,38,36,37,38
34,35,34,33,36
34,36,36,33,35
37,36,34,37,35
37,33,36,38,37
36,37,34,33,38
36,33,35,36,38
35,36,36,36,36
33,33,36,36,35
38,33,37,33,35
38,34,33,35,38
38,33,35,33,37
33,34,36,38,33
35,35,36,37,35
33,36,34,37,33
33,38,33,38,37
35,37,33,38,34
37,34,33,37,38
36,37,33,37,33
34,38,38,34,34
34,37,35,37,33
37,36,34,34,38
35,33,37,34,38
34,34,37,34,37
35,36,36,34,35
38,35,36,38,33
34,37,36,36,36
36,34,38,33,37
35,35,33,36,36
35,37,37,37,35
37,36,33,33,34
38,33,33,38,36
34,37,36,37,37
34,37,35,33,38
34,37,34,36,34
38,33,35,36,34
38,33,35,37,37
34,37,36,37,38
37,36,34,35,33
36,34,38,36,37
36,38,35,33,33
38,38,34,38,34
35,35,38,37,36
38,38,36,37,35
36,36,33,35,38
33,34,37,37,34
35,38,34,37,38
37,37,34,34,35
35,36,37,33,38
38,37,33,37,38
35,35,35,36,36
37,34,38,35,34
34,34,34,37,38
37,34,34,38,36
35,38,34,35,35
35,35,34,37,36
37,37,33,33,34
33,37,36,37,36
34,36,36,38,37
34,33,35,35,37
37,34,34,34,33
35,36,38,35,35
37,38,36,36,36
36,37,34,33,35
34,37,33,37,37
33,35,37,33,34
38,34,36,35,38
35,37,33,33,34
36,35,34,34,34
37,36,38,33,33
35,33,35,35,38
35,33,35,34,34
35,36,35,35,38
36,35,38,36,38
35,34,35,38,36
37,34,33,37,34
38,35,33,35,33
35,36,36,35,37
34,33,35,37,35
38,35,35,37,36
36,35,33,36,34
33,37,36,36,34
37,37,34,33,36
37,33,33,37,37
38,33,34,35,37
36,35,37,38,35
37,34,35,34,36
33,34,33,36,35
38,37,37,34,38
37,33,36,34,36
35,38,35,34,33
35,35,35,34,38
34,34,37,36,35
37,37,38,37,37
38,37,35,34,38
35,34,34,33,38
36,38,38,36,38
35,34,35,37,36
38,36,34,35,38
36,36,38,37,35
34,38,37,36,38
33,35,36,38,35
36,37,34,38,34
35,38,37,34,38
38,35,33,34,36
35,33,36,37,34
36,35,33,35,38
33,33,36,36,34
34,36,37,36,33
33,37,35,34,35
38,33,37,36,33
36,35,35,35,35
33,35,33,38,37
36,38,33,35,38
34,34,38,33,36
34,35,38,35,37
34,35,38,35,37
33,38,33,36,38
38,33,38,34,33
36,35,37,33,36
36,38,37,35,38
33,38,33,35,33
37,37,33,38,37
37,37,36,36,36
33,38,34,33,34
37,34,37,33,34
38,37,38,34,34
34,34,35,38,36
34,36,35,34,35
34,33,37,33,36
36,36,35,37,34
37,38,34,36,35
34,38,38,34,35
36,35,33,35,35
34,37,33,36,33
36,38,38,37,37
36,38,36,33,34
35,37,38,37,33
34,33,37,38,33
37,36,38,37,35
38,38,35,33,37
36,35,35,38,38
34,37,37,33,33
34,36,36,37,35
35,37,36,38,35
37,34,33,35,37
33,37,33,37,38
36,38,33,35,37
33,36,38,38,34
34,34,38,33,36
36,34,37,33,38
33,34,37,37,35
33,38,33,38,36
34,37,37,35,34
37,37,35,33,33
36,36,37,37,33
34,33,35,33,36
33,36,33,33,33
35,35,38,33,34
36,38,38,33,36
35,35,33,35,37
36,33,33,35,33
35,37,34,35,36
38,36,36,33,35
35,37,36,36,33
38,34,35,36,35
37,36,36,34,35
34,34,35,34,36
34,36,33,37,36
38,37,36,38,35
35,37,38,38,36
38,34,34,36,37
38,37,36,37,36
37,33,38,37,38
37,33,35,36,38
37,34,37,33,38
38,34,34,38,35
38,33,35,35,37
35,35,34,35,35
35,36,35,35,34
34,33,33,33,37
35,36,36,35,36
33,36,37,37,34
34,34,35,38,37
33,38,38,34,33
38,37,34,34,38
33,33,38,33,37
37,37,35,37,37
34,36,38,33,36
38,33,38,34,34
36,36,38,37,33
35,36,38,34,35
34,37,37,37,35
34,36,36,33,37
36,38,38,33,37
35,33,36,38,35
34,38,37,36,37
36,38,34,33,38
36,37,37,34,38
38,38,36,33,37
37,38,36,35,38
34,38,34,34,37
38,38,35,34,34
35,36,34,33,38
35,38,34,38,37
36,35,33,36,34
36,36,38,33,36
34,36,38,38,35
38,37,34,34,34
34,34,37,35,33
36,36,37,35,34
33,38,34,36,35
33,36,35,34,37
38,33,36,34,37
35,36,36,35,36
36,37,35,36,34
37,33,34,34,35
34,33,34,35,34
35,35,36,36,36
35,33,34,33,37
34,35,33,35,36
34,38,34,36,37
36,34,33,33,34
36,33,36,34,36
37,35,38,36,37
33,37,35,34,37
35,38,38,38,36
36,35,36,37,33
37,33,36,35,33
37,37,35,36,34
38,38,37,38,36
36,37,34,34,34
38,34,33,37,34
36,38,37,35,35
36,33,36,37,35
34,37,36,34,38
35,37,36,37,38
34,37,34,33,37
38,35,33,38,33
33,38,33,38,35
35,38,35,38,36
37,38,37,36,35
37,36,36,38,38
36,36,38,33,36
36,33,34,37,37
38,33,33,37,38
36,35,35,33,37
35,34,37,33,36
33,34,37,34,36
37,36,34,37,35
38,34,33,38,36
37,36,35,35,35
36,38,36,36,35
34,35,38,37,36
37,34,37,38,35
36,37,33,33,36
35,37,33,37,36
37,38,37,37,37
34,36,36,34,36
36,38,38,33,36
34,35,34,33,33
38,33,34,38,37
38,34,37,35,33
38,34,36,37,37
37,33,33,34,37
34,36,35,34,38
36,34,38,36,38
35,35,33,33,38
37,38,37,33,35
38,38,38,35,34
34,38,35,36,36
35,35,33,38,37
35,36,35,34,38
36,37,36,35,35
36,36,33,37,35
36,38,34,36,33
37,33,38,35,35
36,38,33,38,33
37,36,36,37,38
38,36,33,38,38
38,35,38,36,38
34,38,37,34,38
34,36,34,37,33
35,37,36,34,36
35,38,36,36,37
38,37,33,34,38
36,34,34,34,37
34,36,36,38,38
38,34,37,38,38
38,37,36,36,35
37,36,34,37,37
36,33,33,33,35
38,35,34,37,34
36,36,34,33,33
33,34,36,33,35
36,34,33,37,38
35,33,36,38,36
35,37,33,35,37
34,37,38,36,33
37,33,38,37,33
34,35,37,36,35
35,34,35,33,33
38,35,34,36,38
34,33,34,34,35
34,37,35,34,33
38,37,33,33,35
36,34,37,37,36
35,37,38,36,36
37,37,34,36,35
34,36,37,38,37
38,34,35,33,34
37,38,38,33,36
35,33,36,33,35
33,38,34,35,35
33,36,33,34,33
36,37,34,35,36
33,35,33,33,34
33,38,35,37,34
36,36,37,33,34
35,34,33,37,35
38,34,36,36,38
36,33,35,33,33
37,36,33,37,36
34,36,36,38,36
37,37,36,35,37
35,33,33,33,37
33,33,33,35,35
37,37,33,35,38
38,38,33,35,34
34,38,38,34,38
38,34,33,38,38
34,37,36,34,37
